user_id,event_time,event_type,product_id,category_code,brand,price
1508,2/21/2023 4:55,view,5037,electronics.smartphone,IKEA,745.61
1775,3/3/2023 3:33,view,5094,electronics.audio,Sony,172.25
1942,3/8/2023 16:24,view,5035,apparel.shoes,Apple,559.32
1034,1/13/2023 15:21,purchase,5067,electronics.audio,IKEA,830.04
1205,1/8/2023 11:27,purchase,5055,electronics.smartphone,Nike,632.11
1080,1/3/2023 13:02,view,5038,electronics.smartphone,Sony,287.97
1931,1/15/2023 8:24,view,5062,electronics.audio,Apple,65.11
1561,2/18/2023 14:35,view,5006,electronics.audio,Nike,1034.24
1871,1/30/2023 12:05,view,5057,electronics.audio,IKEA,1489.18
1387,1/18/2023 17:58,view,5079,furniture.bedroom,Apple,1379.62
1001,3/6/2023 22:53,view,5058,apparel.shoes,IKEA,1028.07
1389,1/21/2023 2:46,cart,5047,furniture.bedroom,IKEA,1263.88
1565,2/9/2023 3:54,cart,5004,electronics.smartphone,IKEA,391.03
1105,2/15/2023 6:32,view,5086,electronics.audio,Sony,937.43
1771,2/12/2023 12:28,view,5035,furniture.bedroom,Nike,100.3
1821,3/3/2023 23:23,view,5095,furniture.bedroom,Nike,1063.7
1476,2/17/2023 0:58,view,5087,electronics.smartphone,Samsung,1455.11
1702,3/10/2023 1:23,view,5024,furniture.bedroom,Apple,1292.59
1401,1/19/2023 21:24,view,5044,electronics.smartphone,IKEA,806.32
1729,1/6/2023 16:08,view,5091,furniture.bedroom,Apple,1185.22
1555,1/26/2023 2:17,view,5018,apparel.shoes,Nike,1416.41
1161,3/3/2023 20:42,purchase,5006,electronics.smartphone,Nike,331.87
1201,3/9/2023 3:50,view,5057,apparel.shoes,IKEA,1191.96
1957,2/20/2023 15:22,view,5080,furniture.bedroom,Sony,412.07
1995,3/4/2023 18:22,view,5065,apparel.shoes,IKEA,1316.65
1269,3/6/2023 9:58,view,5079,apparel.shoes,IKEA,156.55
1862,1/31/2023 3:25,view,5038,apparel.shoes,Samsung,275.55
1815,2/15/2023 15:36,purchase,5017,furniture.bedroom,Sony,1083.72
1270,1/18/2023 8:59,cart,5000,electronics.smartphone,Apple,270.42
1455,2/15/2023 21:50,view,5062,furniture.bedroom,Sony,245.5
1461,1/29/2023 1:30,view,5002,furniture.bedroom,IKEA,837.65
1726,2/22/2023 16:45,view,5020,furniture.bedroom,IKEA,1254.13
1251,1/13/2023 23:22,view,5029,electronics.smartphone,IKEA,410.02
1701,1/5/2023 7:04,cart,5010,electronics.audio,IKEA,1263.3
1295,1/9/2023 16:21,view,5021,furniture.bedroom,IKEA,1213.85
1724,2/22/2023 5:02,view,5056,furniture.bedroom,Sony,872.87
1719,3/7/2023 14:04,view,5088,electronics.smartphone,IKEA,973.38
1748,2/26/2023 22:09,view,5002,electronics.audio,Nike,70.26
1337,2/3/2023 6:26,purchase,5029,electronics.audio,Nike,557.03
1878,2/12/2023 16:30,view,5087,electronics.audio,Samsung,402.46
1052,1/11/2023 14:49,cart,5044,electronics.audio,Apple,233.51
1791,2/10/2023 23:20,view,5035,electronics.smartphone,Nike,590.59
1921,1/2/2023 9:57,cart,5086,electronics.smartphone,Samsung,538.81
1216,3/8/2023 10:55,view,5071,electronics.audio,Sony,1096.05
1763,3/6/2023 5:49,view,5063,apparel.shoes,Apple,901.16
1187,1/7/2023 16:19,cart,5053,electronics.smartphone,IKEA,1370.52
1379,3/4/2023 12:32,view,5067,apparel.shoes,IKEA,226.66
1492,1/8/2023 19:36,view,5049,apparel.shoes,Sony,99.03
1040,1/10/2023 8:03,view,5030,electronics.audio,Apple,806.57
1156,2/25/2023 9:57,cart,5028,electronics.audio,Nike,11.53
1014,2/3/2023 22:11,view,5058,furniture.bedroom,Apple,1183.7
1812,3/5/2023 5:07,purchase,5035,apparel.shoes,Samsung,763.9
1064,2/16/2023 9:25,view,5076,furniture.bedroom,Sony,737.22
1856,2/20/2023 18:32,view,5072,electronics.audio,Nike,550.12
1838,1/9/2023 7:27,cart,5084,apparel.shoes,Apple,568.71
1520,2/17/2023 10:25,view,5066,electronics.smartphone,Apple,652.39
1343,1/20/2023 13:27,cart,5088,furniture.bedroom,Nike,33.89
1128,1/18/2023 14:50,purchase,5088,electronics.audio,Samsung,134.48
1647,1/6/2023 13:17,view,5075,apparel.shoes,Samsung,762.52
1471,2/28/2023 15:03,view,5092,electronics.audio,Apple,233.68
1062,2/6/2023 5:53,view,5010,furniture.bedroom,IKEA,1170.36
1138,2/13/2023 4:46,cart,5010,electronics.audio,Nike,418.98
1498,2/24/2023 17:13,cart,5025,electronics.audio,Samsung,155.87
1592,2/1/2023 11:27,view,5052,electronics.smartphone,Samsung,360.46
1391,1/9/2023 6:44,view,5013,electronics.audio,Samsung,542.08
1674,2/5/2023 6:49,view,5063,apparel.shoes,Sony,62.62
1418,1/15/2023 12:42,cart,5079,apparel.shoes,IKEA,221.1
1288,1/10/2023 22:04,view,5009,electronics.smartphone,Samsung,492.53
1378,2/28/2023 5:54,view,5030,apparel.shoes,IKEA,472.62
1772,2/6/2023 14:48,view,5094,electronics.audio,Apple,1202.58
1489,1/3/2023 11:45,cart,5035,electronics.audio,Apple,1266.45
1230,2/16/2023 22:39,view,5009,apparel.shoes,Sony,298.19
1040,1/14/2023 13:15,view,5025,furniture.bedroom,IKEA,194.67
1027,1/29/2023 17:44,view,5019,electronics.audio,Nike,954.9
1134,2/9/2023 4:07,view,5043,apparel.shoes,Sony,1208.89
1200,1/22/2023 15:03,cart,5061,electronics.audio,Samsung,1445.95
1839,2/13/2023 5:38,purchase,5072,electronics.audio,Apple,20.13
1779,3/1/2023 13:46,view,5078,electronics.smartphone,Apple,626.38
1929,1/3/2023 12:03,view,5008,apparel.shoes,Nike,1103.64
1032,3/6/2023 6:44,view,5070,electronics.audio,Sony,1244.55
1047,2/11/2023 5:42,view,5089,furniture.bedroom,IKEA,102.81
1502,3/9/2023 7:41,cart,5023,apparel.shoes,Apple,1024.12
1406,2/7/2023 19:41,view,5011,furniture.bedroom,Samsung,440.52
1573,2/12/2023 1:52,view,5059,apparel.shoes,Nike,121.15
1727,2/27/2023 14:19,view,5083,furniture.bedroom,Nike,738.76
1804,2/22/2023 9:29,view,5077,furniture.bedroom,Nike,245.65
1098,2/13/2023 2:41,view,5085,apparel.shoes,Samsung,1108.14
1683,2/16/2023 16:14,view,5015,electronics.smartphone,Nike,1114.48
1871,1/1/2023 20:09,view,5028,electronics.smartphone,IKEA,1264.68
1725,2/11/2023 9:01,cart,5031,apparel.shoes,IKEA,572.58
1986,3/7/2023 17:03,view,5082,electronics.audio,Sony,29.83
1546,1/31/2023 20:23,view,5034,apparel.shoes,Sony,397.01
1960,3/7/2023 21:40,purchase,5042,apparel.shoes,IKEA,707.04
1738,1/4/2023 19:53,view,5095,electronics.audio,Samsung,1044.08
1612,2/25/2023 5:50,cart,5052,apparel.shoes,Sony,579.24
1942,1/18/2023 7:01,view,5019,apparel.shoes,Nike,808.71
1461,3/6/2023 23:39,view,5083,electronics.audio,IKEA,791.15
1642,1/7/2023 9:07,view,5007,electronics.audio,Apple,255.82
1768,2/23/2023 13:15,view,5098,electronics.smartphone,Samsung,938.34
1004,1/10/2023 9:20,view,5041,furniture.bedroom,Samsung,664.49
1217,1/15/2023 6:39,purchase,5076,furniture.bedroom,IKEA,1213.8
1502,1/5/2023 22:22,view,5069,electronics.smartphone,Apple,1039.01
1766,2/28/2023 13:32,view,5015,electronics.smartphone,Samsung,176.09
1397,1/1/2023 0:46,view,5068,furniture.bedroom,Sony,738.25
1870,1/15/2023 14:07,view,5052,electronics.smartphone,Apple,1056.72
1794,2/4/2023 9:40,view,5044,apparel.shoes,Nike,139.65
1392,2/10/2023 18:26,view,5050,electronics.smartphone,Sony,1190.82
1206,3/5/2023 20:40,cart,5097,electronics.smartphone,Apple,340.79
1014,1/18/2023 17:18,purchase,5005,electronics.smartphone,IKEA,759.6
1857,3/3/2023 10:43,view,5032,electronics.smartphone,Samsung,1411.44
1553,1/18/2023 10:07,view,5078,furniture.bedroom,Sony,861.29
1891,3/8/2023 15:15,purchase,5014,electronics.audio,IKEA,641.84
1460,2/22/2023 18:36,cart,5013,furniture.bedroom,Apple,20.12
1690,2/22/2023 6:18,view,5038,furniture.bedroom,Nike,208.79
1574,1/19/2023 15:39,purchase,5062,electronics.audio,Samsung,872.21
1863,3/2/2023 9:45,view,5004,furniture.bedroom,Samsung,745.8
1742,2/22/2023 10:15,purchase,5089,apparel.shoes,Sony,552.11
1240,2/1/2023 15:23,view,5080,electronics.audio,IKEA,1385.59
1563,2/15/2023 17:28,view,5051,apparel.shoes,Apple,505.4
1095,1/27/2023 4:20,cart,5015,furniture.bedroom,Apple,810.35
1899,1/12/2023 9:05,view,5098,furniture.bedroom,IKEA,857.38
1733,1/18/2023 16:20,view,5037,electronics.audio,Samsung,795.93
1484,2/3/2023 6:21,view,5052,furniture.bedroom,IKEA,721.6
1406,3/5/2023 22:15,purchase,5086,electronics.smartphone,Apple,512.22
1230,2/20/2023 9:48,cart,5076,apparel.shoes,IKEA,1364.06
1748,2/23/2023 21:03,cart,5096,apparel.shoes,Samsung,681.7
1654,1/11/2023 17:53,view,5092,electronics.smartphone,Sony,797.39
1170,1/3/2023 20:21,cart,5052,electronics.audio,Samsung,988.15
1540,3/6/2023 5:08,view,5045,electronics.audio,Nike,110.81
1035,3/5/2023 10:00,view,5097,electronics.smartphone,Nike,1174.12
1524,3/2/2023 18:52,cart,5097,electronics.smartphone,IKEA,773.64
1159,2/8/2023 7:58,view,5090,apparel.shoes,Samsung,989.19
1838,3/11/2023 8:00,view,5014,electronics.smartphone,Samsung,1160.3
1698,1/7/2023 10:46,view,5058,electronics.smartphone,Apple,1312.41
1242,2/19/2023 1:16,view,5049,electronics.smartphone,Sony,594.41
1085,3/1/2023 8:49,cart,5008,furniture.bedroom,Samsung,1219.03
1795,1/27/2023 10:43,view,5025,electronics.smartphone,IKEA,395.67
1577,1/1/2023 1:14,cart,5002,furniture.bedroom,Apple,993.9
1681,1/1/2023 15:56,view,5099,apparel.shoes,Apple,163.03
1556,3/6/2023 12:05,view,5046,apparel.shoes,IKEA,39.85
1573,3/9/2023 23:09,view,5004,electronics.audio,IKEA,152.69
1952,1/18/2023 13:55,cart,5061,apparel.shoes,Samsung,485.88
1645,1/22/2023 5:55,view,5083,electronics.audio,Samsung,56.33
1795,2/9/2023 23:39,purchase,5083,furniture.bedroom,Apple,949.43
1027,2/1/2023 13:05,view,5004,electronics.smartphone,Apple,481.65
1619,1/16/2023 2:17,view,5009,apparel.shoes,Sony,1107.2
1555,1/24/2023 8:14,view,5079,electronics.smartphone,Apple,78.41
1339,1/6/2023 7:38,purchase,5062,electronics.audio,IKEA,332.89
1797,1/20/2023 11:57,cart,5024,furniture.bedroom,IKEA,617.93
1957,2/8/2023 0:03,view,5043,apparel.shoes,Sony,580.15
1330,2/8/2023 0:27,view,5024,electronics.smartphone,Nike,205.19
1639,2/4/2023 14:54,view,5029,electronics.audio,Nike,1491.26
1505,1/9/2023 17:42,cart,5013,electronics.smartphone,IKEA,433.81
1347,1/30/2023 16:29,view,5085,apparel.shoes,Nike,1084.34
1472,1/24/2023 14:11,cart,5042,electronics.smartphone,Nike,337.84
1230,2/26/2023 7:53,purchase,5027,furniture.bedroom,Sony,1318
1189,2/9/2023 7:21,view,5093,apparel.shoes,Apple,587.76
1224,1/6/2023 8:15,cart,5018,electronics.audio,Apple,1352.34
1384,3/5/2023 19:07,view,5041,apparel.shoes,Nike,519.33
1376,2/11/2023 9:44,view,5019,electronics.audio,Samsung,22.88
1282,1/12/2023 13:07,view,5098,electronics.audio,Sony,780.36
1957,2/1/2023 21:12,view,5085,apparel.shoes,Nike,791.93
1632,2/5/2023 4:10,cart,5078,electronics.audio,Samsung,188.55
1627,2/2/2023 13:38,view,5010,apparel.shoes,Samsung,360.1
1972,1/3/2023 10:02,view,5053,furniture.bedroom,Sony,1177.41
1744,1/27/2023 10:59,view,5097,furniture.bedroom,Apple,64.77
1258,1/19/2023 19:49,view,5023,electronics.smartphone,IKEA,739.39
1358,1/6/2023 15:52,view,5069,furniture.bedroom,Samsung,800.31
1709,1/31/2023 19:47,view,5016,electronics.audio,IKEA,1036.18
1455,1/7/2023 8:43,view,5027,electronics.smartphone,IKEA,65.81
1410,2/6/2023 20:42,cart,5049,electronics.smartphone,Sony,882.61
1648,2/6/2023 2:59,cart,5094,apparel.shoes,Apple,14.62
1317,2/28/2023 0:18,view,5099,electronics.smartphone,Sony,405.12
1676,3/1/2023 7:39,cart,5054,apparel.shoes,Samsung,754.53
1224,1/12/2023 3:33,view,5072,electronics.smartphone,Apple,1367.81
1818,1/30/2023 16:35,view,5009,furniture.bedroom,Nike,198.62
1233,1/11/2023 16:42,view,5020,apparel.shoes,Apple,262.24
1683,2/20/2023 13:34,view,5057,electronics.audio,Sony,1007.18
1663,2/12/2023 18:23,view,5033,electronics.smartphone,Sony,568.54
1974,2/16/2023 9:44,cart,5094,furniture.bedroom,IKEA,938.9
1826,2/10/2023 0:00,view,5092,furniture.bedroom,Nike,1496.21
1373,2/1/2023 5:21,cart,5042,apparel.shoes,Apple,1480.44
1671,2/7/2023 13:38,view,5010,apparel.shoes,Nike,537.03
1607,2/19/2023 2:36,cart,5032,apparel.shoes,IKEA,760.85
1471,3/10/2023 1:15,view,5057,electronics.audio,Nike,1357.99
1232,2/27/2023 19:38,view,5045,electronics.audio,Nike,147.33
1691,1/11/2023 18:33,view,5060,electronics.audio,Apple,683.93
1112,1/20/2023 10:16,view,5061,electronics.smartphone,Nike,572.59
1829,1/28/2023 6:23,view,5000,electronics.audio,IKEA,449.38
1496,3/5/2023 1:17,cart,5020,apparel.shoes,Samsung,1491.36
1441,2/16/2023 22:04,view,5061,furniture.bedroom,Samsung,1102.99
1563,3/9/2023 4:23,cart,5063,furniture.bedroom,Sony,589.23
1267,1/9/2023 15:28,view,5086,apparel.shoes,Samsung,1245.24
1509,1/17/2023 13:57,cart,5072,electronics.audio,Apple,739.6
1806,3/5/2023 18:15,view,5055,electronics.audio,Sony,1310.51
1385,2/3/2023 9:31,view,5000,apparel.shoes,Samsung,406.91
1386,2/23/2023 16:38,purchase,5020,furniture.bedroom,Samsung,343.16
1112,3/10/2023 7:42,view,5021,electronics.smartphone,Sony,378.46
1612,1/18/2023 14:10,view,5053,furniture.bedroom,Apple,812.34
1624,2/5/2023 7:46,view,5003,electronics.audio,Sony,444.06
1951,1/9/2023 9:03,view,5064,furniture.bedroom,Apple,229.21
1080,2/3/2023 18:03,view,5050,electronics.audio,Apple,1492
1698,1/16/2023 2:38,cart,5073,furniture.bedroom,IKEA,1351.65
1112,1/20/2023 10:53,view,5062,apparel.shoes,Samsung,956.17
1001,1/28/2023 12:36,view,5014,electronics.audio,Samsung,1338.4
1641,2/6/2023 11:51,view,5035,electronics.smartphone,Nike,1403.84
1219,3/2/2023 11:33,view,5028,electronics.smartphone,Sony,1017.4
1565,2/19/2023 14:53,view,5051,apparel.shoes,IKEA,782.83
1854,1/9/2023 16:50,cart,5045,furniture.bedroom,Samsung,1324.18
1996,2/5/2023 21:44,view,5068,apparel.shoes,Nike,856.02
1735,2/11/2023 6:58,cart,5028,apparel.shoes,IKEA,198.93
1224,2/18/2023 19:52,view,5046,electronics.smartphone,Apple,556.62
1384,1/24/2023 15:25,view,5090,electronics.smartphone,Samsung,674.42
1402,1/14/2023 8:05,view,5024,electronics.audio,Sony,1403.7
1637,1/27/2023 5:10,view,5079,electronics.audio,IKEA,992.19
1129,1/8/2023 17:16,view,5015,electronics.audio,Nike,1314.16
1052,3/10/2023 7:36,view,5099,apparel.shoes,Sony,1138.81
1683,2/7/2023 4:02,cart,5088,apparel.shoes,Apple,471.69
1729,1/30/2023 15:16,view,5040,electronics.audio,Sony,1080.88
1671,1/13/2023 18:17,cart,5064,electronics.smartphone,Nike,301
1709,1/31/2023 8:57,view,5068,electronics.smartphone,Apple,618.14
1415,1/9/2023 9:43,purchase,5019,furniture.bedroom,Nike,1211.08
1246,1/18/2023 18:17,cart,5068,electronics.audio,Samsung,921.77
1835,2/3/2023 12:12,view,5035,apparel.shoes,Nike,1239.86
1438,1/18/2023 4:16,cart,5092,furniture.bedroom,Sony,389.51
1202,1/30/2023 8:08,view,5097,furniture.bedroom,Samsung,1127.13
1183,1/24/2023 11:09,cart,5057,furniture.bedroom,Samsung,311.46
1122,1/28/2023 8:43,view,5047,electronics.audio,IKEA,822.5
1400,1/21/2023 16:19,view,5081,electronics.audio,Sony,655.97
1766,2/1/2023 1:20,cart,5001,electronics.audio,Sony,839.15
1293,1/24/2023 6:45,view,5079,electronics.smartphone,Apple,211.94
1279,1/23/2023 13:07,view,5028,furniture.bedroom,Nike,548.23
1836,2/18/2023 5:46,cart,5096,electronics.smartphone,Nike,1003.69
1883,2/21/2023 17:18,view,5015,electronics.audio,Sony,842.21
1609,2/15/2023 11:51,view,5034,electronics.smartphone,Nike,827.96
1197,2/3/2023 16:48,view,5061,electronics.smartphone,Sony,771.14
1981,1/31/2023 17:41,view,5080,apparel.shoes,Samsung,1416.39
1906,2/14/2023 11:59,purchase,5003,electronics.audio,Nike,1402.51
1510,1/5/2023 16:40,view,5067,furniture.bedroom,Nike,546.62
1751,2/2/2023 0:49,view,5050,electronics.audio,Sony,534.32
1143,3/3/2023 9:27,view,5088,electronics.smartphone,Sony,836.8
1608,1/31/2023 8:39,cart,5032,electronics.audio,Apple,152.45
1200,1/1/2023 18:31,view,5077,electronics.audio,Nike,461.48
1123,2/14/2023 9:34,view,5023,apparel.shoes,IKEA,353.99
1186,1/6/2023 19:23,purchase,5074,apparel.shoes,Sony,342.85
1325,1/21/2023 15:47,view,5024,electronics.audio,IKEA,961.37
1463,2/11/2023 1:56,view,5027,apparel.shoes,Samsung,582.68
1348,2/4/2023 23:21,view,5006,electronics.smartphone,Samsung,265.03
1770,2/19/2023 13:57,view,5035,electronics.smartphone,IKEA,1332.48
1659,2/10/2023 7:44,view,5009,electronics.smartphone,Samsung,1312.48
1763,1/10/2023 19:26,view,5035,apparel.shoes,IKEA,1295.07
1954,1/21/2023 0:10,cart,5094,electronics.audio,Apple,592.21
1931,2/17/2023 9:45,view,5082,electronics.smartphone,Apple,94.9
1402,3/4/2023 7:35,cart,5017,furniture.bedroom,Samsung,169.05
1345,1/11/2023 7:28,view,5005,electronics.smartphone,IKEA,421.31
1962,3/7/2023 13:41,cart,5091,electronics.audio,IKEA,337.76
1510,1/15/2023 5:37,cart,5006,electronics.smartphone,IKEA,1312.24
1146,1/25/2023 13:10,view,5011,furniture.bedroom,Samsung,1479.67
1147,2/27/2023 10:17,view,5040,electronics.smartphone,IKEA,1226.84
1863,2/28/2023 20:54,view,5062,electronics.smartphone,Sony,1097.47
1710,3/1/2023 23:24,cart,5097,electronics.audio,IKEA,887.05
1819,3/5/2023 15:43,cart,5024,electronics.smartphone,Sony,1157.16
1488,3/7/2023 13:22,view,5080,electronics.smartphone,Apple,1421.08
1928,2/15/2023 11:03,view,5052,apparel.shoes,Sony,906
1935,2/21/2023 18:47,view,5032,electronics.audio,Apple,240.37
1639,1/17/2023 17:41,cart,5086,electronics.audio,Samsung,254.15
1550,3/9/2023 9:21,view,5072,electronics.audio,Apple,879.96
1337,1/27/2023 0:30,view,5005,electronics.audio,Apple,506.87
1871,1/13/2023 18:51,view,5061,electronics.smartphone,IKEA,1366.27
1640,2/3/2023 22:25,view,5065,furniture.bedroom,Nike,921.35
1778,2/22/2023 23:42,cart,5008,furniture.bedroom,Apple,1017.97
1987,2/20/2023 2:55,view,5066,apparel.shoes,Sony,18.67
1952,1/18/2023 16:33,view,5015,electronics.smartphone,Samsung,753.28
1472,1/11/2023 15:23,view,5088,electronics.audio,Sony,652.44
1945,2/21/2023 14:41,view,5087,electronics.audio,Samsung,1061.75
1150,2/25/2023 19:33,view,5092,furniture.bedroom,Sony,580.13
1414,1/27/2023 16:57,purchase,5054,apparel.shoes,Apple,1465.1
1989,1/18/2023 23:01,cart,5039,electronics.smartphone,Nike,1008.6
1297,3/4/2023 3:54,view,5025,apparel.shoes,Apple,993.28
1610,3/5/2023 22:16,view,5037,electronics.smartphone,IKEA,1379.82
1262,3/4/2023 18:13,cart,5034,apparel.shoes,Sony,1492.86
1763,1/25/2023 5:42,view,5086,apparel.shoes,Nike,304.75
1143,2/4/2023 2:08,view,5067,electronics.audio,Sony,1217.69
1345,2/1/2023 0:32,cart,5058,furniture.bedroom,IKEA,251.86
1623,3/4/2023 18:11,cart,5013,electronics.audio,IKEA,690.99
1571,2/27/2023 19:09,purchase,5046,furniture.bedroom,IKEA,159.28
1880,2/9/2023 10:44,purchase,5070,apparel.shoes,Apple,938.82
1001,2/10/2023 17:57,cart,5071,electronics.smartphone,Apple,708.09
1896,3/5/2023 19:51,view,5041,electronics.audio,Nike,946.76
1303,1/29/2023 13:59,view,5050,electronics.smartphone,IKEA,1020.16
1253,2/10/2023 17:27,view,5018,electronics.audio,Apple,932.95
1651,2/15/2023 4:19,view,5065,electronics.audio,Samsung,448.1
1452,1/3/2023 0:44,view,5046,electronics.audio,Samsung,1257.07
1036,1/5/2023 12:44,view,5064,electronics.smartphone,Apple,832.01
1159,1/6/2023 4:24,view,5041,electronics.audio,Nike,739.88
1008,3/3/2023 22:03,view,5037,electronics.audio,Sony,1480.73
1232,2/27/2023 15:29,view,5012,electronics.audio,IKEA,432.43
1098,1/14/2023 19:42,view,5043,electronics.smartphone,Apple,796.77
1658,1/16/2023 10:17,view,5023,electronics.audio,Nike,1026.66
1815,1/9/2023 0:59,cart,5095,electronics.smartphone,Sony,196.59
1207,1/7/2023 14:47,view,5029,furniture.bedroom,Nike,537.82
1130,1/20/2023 23:20,view,5069,electronics.audio,Sony,1204.52
1403,3/3/2023 4:59,cart,5037,apparel.shoes,Samsung,362.77
1151,2/2/2023 17:10,view,5096,furniture.bedroom,Sony,745
