user_id,event_time,event_type,product_id,category_code,brand,price,date,week,days_since_first,first_seen
1052,2023-01-11 14:49:00,cart,5044,electronics.audio,Apple,233.51,2023-01-11,2,6,2023-01-05 11:30:00
1791,2023-02-10 23:20:00,view,5035,electronics.smartphone,Nike,590.59,2023-02-10,6,32,2023-01-09 18:55:00
1921,2023-01-02 09:57:00,cart,5086,electronics.smartphone,Samsung,538.81,2023-01-02,1,0,2023-01-01 11:04:00
1216,2023-03-08 10:55:00,view,5071,electronics.audio,Sony,1096.05,2023-03-08,10,65,2023-01-02 08:01:00
1763,2023-03-06 05:49:00,view,5063,apparel.shoes,Apple,901.16,2023-03-06,10,61,2023-01-03 12:37:00
1187,2023-01-07 16:19:00,cart,5053,electronics.smartphone,IKEA,1370.52,2023-01-07,1,6,2023-01-01 12:28:00
1379,2023-03-04 12:32:00,view,5067,apparel.shoes,IKEA,226.66,2023-03-04,9,51,2023-01-12 03:32:00
1492,2023-01-08 19:36:00,view,5049,apparel.shoes,Sony,99.03,2023-01-08,1,0,2023-01-08 19:36:00
1040,2023-01-10 08:03:00,view,5030,electronics.audio,Apple,806.57,2023-01-10,2,8,2023-01-01 13:29:00
1156,2023-02-25 09:57:00,cart,5028,electronics.audio,Nike,11.53,2023-02-25,8,48,2023-01-07 21:00:00
1014,2023-02-03 22:11:00,view,5058,furniture.bedroom,Apple,1183.7,2023-02-03,5,17,2023-01-17 16:42:00
1812,2023-03-05 05:07:00,purchase,5035,apparel.shoes,Samsung,763.9,2023-03-05,9,59,2023-01-04 21:08:00
1064,2023-02-16 09:25:00,view,5076,furniture.bedroom,Sony,737.22,2023-02-16,7,38,2023-01-08 15:12:00
1856,2023-02-20 18:32:00,view,5072,electronics.audio,Nike,550.12,2023-02-20,8,49,2023-01-01 18:47:00
1838,2023-01-09 07:27:00,cart,5084,apparel.shoes,Apple,568.71,2023-01-09,2,0,2023-01-09 07:27:00
1520,2023-02-17 10:25:00,view,5066,electronics.smartphone,Apple,652.39,2023-02-17,7,46,2023-01-01 15:51:00
1343,2023-01-20 13:27:00,cart,5088,furniture.bedroom,Nike,33.89,2023-01-20,3,9,2023-01-10 21:58:00
1128,2023-01-18 14:50:00,purchase,5088,electronics.audio,Samsung,134.48,2023-01-18,3,9,2023-01-09 00:03:00
1647,2023-01-06 13:17:00,view,5075,apparel.shoes,Samsung,762.52,2023-01-06,1,0,2023-01-06 02:55:00
1471,2023-02-28 15:03:00,view,5092,electronics.audio,Apple,233.68,2023-02-28,9,43,2023-01-16 14:11:00
1062,2023-02-06 05:53:00,view,5010,furniture.bedroom,IKEA,1170.36,2023-02-06,6,29,2023-01-07 13:13:00
1138,2023-02-13 04:46:00,cart,5010,electronics.audio,Nike,418.98,2023-02-13,7,42,2023-01-02 02:15:00
1498,2023-02-24 17:13:00,cart,5025,electronics.audio,Samsung,155.87,2023-02-24,8,43,2023-01-11 18:46:00
1592,2023-02-01 11:27:00,view,5052,electronics.smartphone,Samsung,360.46,2023-02-01,5,12,2023-01-19 16:32:00
1391,2023-01-09 06:44:00,view,5013,electronics.audio,Samsung,542.08,2023-01-09,2,2,2023-01-07 05:11:00
1674,2023-02-05 06:49:00,view,5063,apparel.shoes,Sony,62.62,2023-02-05,5,14,2023-01-21 20:13:00
1418,2023-01-15 12:42:00,cart,5079,apparel.shoes,IKEA,221.1,2023-01-15,2,12,2023-01-02 16:13:00
1288,2023-01-10 22:04:00,view,5009,electronics.smartphone,Samsung,492.53,2023-01-10,2,7,2023-01-03 16:05:00
1378,2023-02-28 05:54:00,view,5030,apparel.shoes,IKEA,472.62,2023-02-28,9,52,2023-01-06 11:36:00
1772,2023-02-06 14:48:00,view,5094,electronics.audio,Apple,1202.58,2023-02-06,6,20,2023-01-17 01:39:00
1489,2023-01-03 11:45:00,cart,5035,electronics.audio,Apple,1266.45,2023-01-03,1,0,2023-01-03 11:45:00
1230,2023-02-16 22:39:00,view,5009,apparel.shoes,Sony,298.19,2023-02-16,7,44,2023-01-03 04:16:00
1040,2023-01-14 13:15:00,view,5025,furniture.bedroom,IKEA,194.67,2023-01-14,2,12,2023-01-01 13:29:00
1027,2023-01-29 17:44:00,view,5019,electronics.audio,Nike,954.9,2023-01-29,4,9,2023-01-20 09:29:00
1134,2023-02-09 04:07:00,view,5043,apparel.shoes,Sony,1208.89,2023-02-09,6,15,2023-01-25 02:10:00
1200,2023-01-22 15:03:00,cart,5061,electronics.audio,Samsung,1445.95,2023-01-22,3,20,2023-01-01 18:31:00
1839,2023-02-13 05:38:00,purchase,5072,electronics.audio,Apple,20.13,2023-02-13,7,32,2023-01-11 13:43:00
1779,2023-03-01 13:46:00,view,5078,electronics.smartphone,Apple,626.38,2023-03-01,9,52,2023-01-08 08:06:00
1929,2023-01-03 12:03:00,view,5008,apparel.shoes,Nike,1103.64,2023-01-03,1,1,2023-01-01 17:46:00
1032,2023-03-06 06:44:00,view,5070,electronics.audio,Sony,1244.55,2023-03-06,10,53,2023-01-11 07:20:00
1047,2023-02-11 05:42:00,view,5089,furniture.bedroom,IKEA,102.81,2023-02-11,6,37,2023-01-04 21:42:00
1502,2023-03-09 07:41:00,cart,5023,apparel.shoes,Apple,1024.12,2023-03-09,10,63,2023-01-04 19:05:00
1406,2023-02-07 19:41:00,view,5011,furniture.bedroom,Samsung,440.52,2023-02-07,6,16,2023-01-21 21:20:00
1573,2023-02-12 01:52:00,view,5059,apparel.shoes,Nike,121.15,2023-02-12,6,35,2023-01-07 22:52:00
1727,2023-02-27 14:19:00,view,5083,furniture.bedroom,Nike,738.76,2023-02-27,9,52,2023-01-05 18:08:00
1804,2023-02-22 09:29:00,view,5077,furniture.bedroom,Nike,245.65,2023-02-22,8,47,2023-01-05 12:08:00
1098,2023-02-13 02:41:00,view,5085,apparel.shoes,Samsung,1108.14,2023-02-13,7,41,2023-01-02 02:47:00
1683,2023-02-16 16:14:00,view,5015,electronics.smartphone,Nike,1114.48,2023-02-16,7,9,2023-02-07 04:02:00
1871,2023-01-01 20:09:00,view,5028,electronics.smartphone,IKEA,1264.68,2023-01-01,52,0,2023-01-01 20:09:00
1725,2023-02-11 09:01:00,cart,5031,apparel.shoes,IKEA,572.58,2023-02-11,6,41,2023-01-01 04:15:00
1986,2023-03-07 17:03:00,view,5082,electronics.audio,Sony,29.83,2023-03-07,10,63,2023-01-03 14:22:00
1546,2023-01-31 20:23:00,view,5034,apparel.shoes,Sony,397.01,2023-01-31,5,23,2023-01-08 01:43:00
1960,2023-03-07 21:40:00,purchase,5042,apparel.shoes,IKEA,707.04,2023-03-07,10,47,2023-01-19 04:15:00
1738,2023-01-04 19:53:00,view,5095,electronics.audio,Samsung,1044.08,2023-01-04,1,0,2023-01-04 19:53:00
1612,2023-02-25 05:50:00,cart,5052,apparel.shoes,Sony,579.24,2023-02-25,8,37,2023-01-18 14:10:00
1942,2023-01-18 07:01:00,view,5019,apparel.shoes,Nike,808.71,2023-01-18,3,13,2023-01-04 14:29:00
1461,2023-03-06 23:39:00,view,5083,electronics.audio,IKEA,791.15,2023-03-06,10,54,2023-01-11 16:04:00
1642,2023-01-07 09:07:00,view,5007,electronics.audio,Apple,255.82,2023-01-07,1,5,2023-01-01 12:26:00
1768,2023-02-23 13:15:00,view,5098,electronics.smartphone,Samsung,938.34,2023-02-23,8,45,2023-01-09 05:19:00
1004,2023-01-10 09:20:00,view,5041,furniture.bedroom,Samsung,664.49,2023-01-10,2,2,2023-01-08 04:14:00
1217,2023-01-15 06:39:00,purchase,5076,furniture.bedroom,IKEA,1213.8,2023-01-15,2,11,2023-01-03 21:09:00
1502,2023-01-05 22:22:00,view,5069,electronics.smartphone,Apple,1039.01,2023-01-05,1,1,2023-01-04 19:05:00
1766,2023-02-28 13:32:00,view,5015,electronics.smartphone,Samsung,176.09,2023-02-28,9,48,2023-01-11 08:29:00
1397,2023-01-01 00:46:00,view,5068,furniture.bedroom,Sony,738.25,2023-01-01,52,0,2023-01-01 00:46:00
1870,2023-01-15 14:07:00,view,5052,electronics.smartphone,Apple,1056.72,2023-01-15,2,11,2023-01-04 04:29:00
1794,2023-02-04 09:40:00,view,5044,apparel.shoes,Nike,139.65,2023-02-04,5,34,2023-01-01 05:37:00
1392,2023-02-10 18:26:00,view,5050,electronics.smartphone,Sony,1190.82,2023-02-10,6,38,2023-01-03 00:32:00
1206,2023-03-05 20:40:00,cart,5097,electronics.smartphone,Apple,340.79,2023-03-05,9,58,2023-01-06 12:52:00
1014,2023-01-18 17:18:00,purchase,5005,electronics.smartphone,IKEA,759.6,2023-01-18,3,1,2023-01-17 16:42:00
1857,2023-03-03 10:43:00,view,5032,electronics.smartphone,Samsung,1411.44,2023-03-03,9,55,2023-01-07 02:41:00
1553,2023-01-18 10:07:00,view,5078,furniture.bedroom,Sony,861.29,2023-01-18,3,6,2023-01-12 06:09:00
1891,2023-03-08 15:15:00,purchase,5014,electronics.audio,IKEA,641.84,2023-03-08,10,59,2023-01-07 23:16:00
1460,2023-02-22 18:36:00,cart,5013,furniture.bedroom,Apple,20.12,2023-02-22,8,49,2023-01-04 08:52:00
1690,2023-02-22 06:18:00,view,5038,furniture.bedroom,Nike,208.79,2023-02-22,8,41,2023-01-11 07:42:00
1574,2023-01-19 15:39:00,purchase,5062,electronics.audio,Samsung,872.21,2023-01-19,3,16,2023-01-03 10:40:00
1863,2023-03-02 09:45:00,view,5004,furniture.bedroom,Samsung,745.8,2023-03-02,9,59,2023-01-01 19:36:00
1742,2023-02-22 10:15:00,purchase,5089,apparel.shoes,Sony,552.11,2023-02-22,8,49,2023-01-04 08:23:00
1240,2023-02-01 15:23:00,view,5080,electronics.audio,IKEA,1385.59,2023-02-01,5,10,2023-01-22 09:48:00
1563,2023-02-15 17:28:00,view,5051,apparel.shoes,Apple,505.4,2023-02-15,7,32,2023-01-14 00:58:00
1095,2023-01-27 04:20:00,cart,5015,furniture.bedroom,Apple,810.35,2023-01-27,4,18,2023-01-08 20:57:00
1899,2023-01-12 09:05:00,view,5098,furniture.bedroom,IKEA,857.38,2023-01-12,2,9,2023-01-02 19:28:00
1733,2023-01-18 16:20:00,view,5037,electronics.audio,Samsung,795.93,2023-01-18,3,16,2023-01-02 13:57:00
1484,2023-02-03 06:21:00,view,5052,furniture.bedroom,IKEA,721.6,2023-02-03,5,30,2023-01-04 02:40:00
1406,2023-03-05 22:15:00,purchase,5086,electronics.smartphone,Apple,512.22,2023-03-05,9,43,2023-01-21 21:20:00
1230,2023-02-20 09:48:00,cart,5076,apparel.shoes,IKEA,1364.06,2023-02-20,8,48,2023-01-03 04:16:00
1748,2023-02-23 21:03:00,cart,5096,apparel.shoes,Samsung,681.7,2023-02-23,8,49,2023-01-05 00:07:00
1654,2023-01-11 17:53:00,view,5092,electronics.smartphone,Sony,797.39,2023-01-11,2,0,2023-01-11 17:53:00
1170,2023-01-03 20:21:00,cart,5052,electronics.audio,Samsung,988.15,2023-01-03,1,2,2023-01-01 07:25:00
1540,2023-03-06 05:08:00,view,5045,electronics.audio,Nike,110.81,2023-03-06,10,46,2023-01-18 18:17:00
1035,2023-03-05 10:00:00,view,5097,electronics.smartphone,Nike,1174.12,2023-03-05,9,50,2023-01-13 21:08:00
1524,2023-03-02 18:52:00,cart,5097,electronics.smartphone,IKEA,773.64,2023-03-02,9,58,2023-01-03 07:36:00
1159,2023-02-08 07:58:00,view,5090,apparel.shoes,Samsung,989.19,2023-02-08,6,36,2023-01-03 06:35:00
1838,2023-03-11 08:00:00,view,5014,electronics.smartphone,Samsung,1160.3,2023-03-11,10,61,2023-01-09 07:27:00
1698,2023-01-07 10:46:00,view,5058,electronics.smartphone,Apple,1312.41,2023-01-07,1,4,2023-01-02 12:44:00
1242,2023-02-19 01:16:00,view,5049,electronics.smartphone,Sony,594.41,2023-02-19,7,48,2023-01-01 15:32:00
1085,2023-03-01 08:49:00,cart,5008,furniture.bedroom,Samsung,1219.03,2023-03-01,9,56,2023-01-03 19:06:00
1795,2023-01-27 10:43:00,view,5025,electronics.smartphone,IKEA,395.67,2023-01-27,4,25,2023-01-02 09:07:00
1577,2023-01-01 01:14:00,cart,5002,furniture.bedroom,Apple,993.9,2023-01-01,52,0,2023-01-01 01:14:00
1681,2023-01-01 15:56:00,view,5099,apparel.shoes,Apple,163.03,2023-01-01,52,0,2023-01-01 15:56:00
1556,2023-03-06 12:05:00,view,5046,apparel.shoes,IKEA,39.85,2023-03-06,10,53,2023-01-12 01:27:00
1573,2023-03-09 23:09:00,view,5004,electronics.audio,IKEA,152.69,2023-03-09,10,61,2023-01-07 22:52:00
1952,2023-01-18 13:55:00,cart,5061,apparel.shoes,Samsung,485.88,2023-01-18,3,7,2023-01-10 18:17:00
1645,2023-01-22 05:55:00,view,5083,electronics.audio,Samsung,56.33,2023-01-22,3,6,2023-01-15 13:19:00
